Artist,Song,notes,note_source
Mark Hummel,Creeper Returns,2012-11-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Machine Heart,Stonecold,Top Picks: Martin Lahmann,GSDJ - https://proswingdjs.com/
Sam Cooke,Movin’ And A’Groovin’,Top Picks: Bruno Bittencourt,GSDJ - https://proswingdjs.com/
Trey Songs,Na Na,Top Picks: Koichi Tsunoda,GSDJ - https://proswingdjs.com/
Chris Brown,Fine China,2013-07-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Putbull Ft Ne-Yo,Time of Our Lives,2015-02-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Lady Gaga,Do What You Want,2014-01-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Quincy Jones ft. Jamie Foxx,Give Me The Night,2011-01-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Hil St Soul,Until You Come Back to Me,Top Picks: Rob Baen,GSDJ - https://proswingdjs.com/
Mathilda Homer,Blue Blue Eyes,Top Picks: Celina Nelson,GSDJ - https://proswingdjs.com/
Patrick Droney,Brooklyn,Top Picks: Kaiano Levine,GSDJ - https://proswingdjs.com/
BB King,Back Boor Santa,2009-12-01Holiday themed list,GSDJ - https://proswingdjs.com/
Ed Sheeran,What Do I Know,2017-05-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Teddy Swims,911,Top Picks: Thomas Friess,GSDJ - https://proswingdjs.com/
Tones and I,Dance Monkey,2019-09-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Lee DeWyze,Beast of Burden,2010-08-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Heather Newman,Dirty Blues,2018-04-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
HAEVN,Trade it For the Night,Top Picks: Tana Abeni,GSDJ - https://proswingdjs.com/
Nils Landgren Funk Unit,Gimme! Gimme! Gimme!,Top Picks: Chris Vand,GSDJ - https://proswingdjs.com/
Otis Kane,Lost,2022-07-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Keyshia Cole,I’m Coming Out Ft Izggy Azalea,2014-06-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Chris Thomas King,Friday Night Bleu,2017-10-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
"Liam Payne, Quavo",Strip That Down,GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Zac Brown,Overnight Ft Trombone Shorty,2013-05-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Fifth Harmony Ft Kid Ink,Worth It,2015-05-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Cunnie Williams,Can I Rock?,2010-08-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
"Michael Jackson, Dua Lupa",Billie Jean (Azura Love Again Remix),Top Picks: Cher Peadon,GSDJ - https://proswingdjs.com/
Delta Goodman,Think About You,2018-03-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Caro Emerald,Back It Up,2010-11-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Jasmine Thompson,Adore,2015-09-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Matt Simons,Catch and Release (Deepend Remix),Top Picks: Isabelle Roy,GSDJ - https://proswingdjs.com/
"Kurt Hugo Schneider, Kina Grannis",Stay,Top Picks: Chris Vand,GSDJ - https://proswingdjs.com/
George Nozuka,Beautiful (Ftm Jackie Boyz),2013-03-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
"Phlake, Alina Baraz",Gone,Top Picks: Koichi Tsunoda,GSDJ - https://proswingdjs.com/
Billy Raffoul,Acoustic,2019-02-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Rhye,Open,Top Picks: Joni Fraser,GSDJ - https://proswingdjs.com/
Justin Bieber,Boyfriend (Acoustic),2013-02-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
TLC,No Scrubs,Top Picks: Chris Vand,GSDJ - https://proswingdjs.com/
"Regard, Troye Sivan, Tate McRae",You [Remix],Top Picks: Cher Peadon,GSDJ - https://proswingdjs.com/
Colin James,Far Away Like A Radio,2013-03-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Beyoncé,Partition,Top Picks: Koichi Tsunoda,GSDJ - https://proswingdjs.com/
"Raaban, The High",Lovely Day,Top Picks: Kaiano Levine,GSDJ - https://proswingdjs.com/
Pink,Raise Your Glass,2010-10-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
"Zedd, Katy Perry",365,2019-03-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Elderbrook,Could,2016-07-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
John Mayer,Come When I Call,Top Picks: Joni Fraser,GSDJ - https://proswingdjs.com/
Eric Clapton,Layla (Acoustic),Top Picks: Michael Lambert,GSDJ - https://proswingdjs.com/
Vance Kelly (Available on Spotify),Wall To Wall,GSDJ Top 25 Fast “Blues”,GSDJ - https://proswingdjs.com/
Justice Crew,Boom Boom,2013-04-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Slaptop,Can’t Figure It Out,2016-03-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
JOHN K,A LOT [Remix],Top Picks: Cher Peadon,GSDJ - https://proswingdjs.com/
Lee Coulter,Booty Voodoo,2012-08-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Lauv,The Other (Stripped),Top Picks: Aidan Keith-Hynes,GSDJ - https://proswingdjs.com/
Maroon 5,What Lovers Do,Top Picks: DJ Josh Angel,GSDJ - https://proswingdjs.com/
Brandy,Can You Hear Me Now,Top Picks: Sam Ghaida,GSDJ - https://proswingdjs.com/
Black Eyed Peas,Alive, - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Chloe Adams,Seasons,Top Picks: Emily Huang,GSDJ - https://proswingdjs.com/
Maroon 5,One More Night,2012-09-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Elderbrook,Could,2016-06-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Bruno Mars,Dance In The Mirror,2011-05-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Anthony Hamilton,Woo,2011-12-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Jack & Jack,Beg,2018-04-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Cunnie Williams,With Or Without You,GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Glee Cast,Moves Like Jagger/Jumping Jack Flash,2012-02-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Deorro & Chris Brown,Five More Hours,2015-07-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Juzzie Smith,Do Right,Top Picks: Isabelle Roy,GSDJ - https://proswingdjs.com/
Merci Raines,The Devil is a Gentleman,Top Picks: Celina Nelson,GSDJ - https://proswingdjs.com/
Ne-Yo,One In A Million,2010-09-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Jasmine Thompson,Ain’t Nobody,2014-03-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Hailee Steinfeld,Starving,2016-09-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Justin Timberlake,Take Back The Night,2013-09-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Chris Rea,Driving Home For Christmas,2009-12-01Holiday themed list,GSDJ - https://proswingdjs.com/
Charlotte Sands,Dress,2023-01-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
"Allan Rayman, James Vincent McMorrow",Pretty Bug,Top Picks: Emily Huang,GSDJ - https://proswingdjs.com/
Huey Lewis & The News,Respect Yourself,2010-11-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Austin Mahone,Dirty Work,2015-08-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Khalid & John Mayer,Outta My Head,2019-06-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Mighty Mo Rodgers,Black Coffee & Cigarettes,2012-02-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Starley,Call On Me,2016-09-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Timeflies,Once In A While,2016-05-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Mike Zito,Little Red Corvette,2010-02-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Patti Austin,Ability to Swing,Top Picks: Joni Fraser,GSDJ - https://proswingdjs.com/
Jay Sean,Ride It [DJ Regard Remix],2020-01-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Tove Lo,Cool Girl,GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Olly Murs,Kiss Me,2016-01-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Conor Maynard,Storage,Top Picks: Emily Huang,GSDJ - https://proswingdjs.com/
ToveLo,Shedontknowbutsheknows,2017-12-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Khalid,Better,2019-04-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Ciara,Dance Like We’re Making Love,2019-10-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Ellie Goulding,Love me Like You Do,2015-02-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Caro Emerals,My Two Cents,2014-04-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Pitbull,Don’t Stop The Party,2012-09-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Charlotte Cardin,Confetti,2023-06-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Lorde,Team,2013-11-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Katy Perry,Roar,2013-09-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Sam Smith,Dancing With a Stranger,2019-03-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Olly Murs,Kiss Me,2015-10-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Jordin Sparks,Freeze, - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Leon Bridges,Bad Bad News,Top Picks: John Collini,GSDJ - https://proswingdjs.com/
Martin Sexton,Boom Sh-Boom,2010-10-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Jasmine Thompson,Ain’t Nobody,2014-06-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Justin Bieber,Boyfriend,2012-07-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Hudson Thames,How I Want Ya (Dawn Remix),2016-02-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Pitbull,Do It,2014-01-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Sabrina Carpenter,Almost Love,2018-11-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
"Monsta X, French Montana",Who do you Love,Top Picks: Tana Abeni,GSDJ - https://proswingdjs.com/
Merk & Kremont,Hands Up Ft. DNCE,2018-05-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Katy Perry,Teenage Dream,2011-01-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Liam Payne Ft A Boogie wit a Hoodie,Stack It Up [Clean],2019-10-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Christina Aguilera,This Christmas,2009-12-01Holiday themed list,GSDJ - https://proswingdjs.com/
Tuxedo,So Good,2017-03-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Mary J. Blige,Ain’t Nobody,2011-12-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Mayer Hawthorne,No Strings (Rac Rmx),2012-11-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Cat Burns,Go,Top Picks: Tana Abeni,GSDJ - https://proswingdjs.com/
Jay Sean,Do You Remember,2010-03-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Madon & Ludacris,Helluva Nite,2011-04-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Natalie La Rose Ft Jeremih,Somebody,GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Tom Jones,Sixteen Tons,Top Picks: Isabelle Roy,GSDJ - https://proswingdjs.com/
"Lady Bee, Rochelle",Return of the Mack,Top Picks: Chris Vand,GSDJ - https://proswingdjs.com/
Bobby Womack & Wayman Tisdale,Let the Good Time Roll,Top Picks: Emily Myers,GSDJ - https://proswingdjs.com/
Natalie,Slow Dance,2010-11-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Jill Scott Ft. Anthony Hamilton,So In Love,2011-06-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Zayn,Let Me,2018-05-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
B.O.B. Ft Trey Songz,Not For Long,2015-07-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Sofi Tukker,That’s It I’m Crazy,2018-05-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Sofi Tukker,What A Wonderful World,Top Picks: Michael Lambert,GSDJ - https://proswingdjs.com/
R. Kelly,Love Letter,2010-12-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Blu Cantrell,Hit ‘Em Up Style (Oops!),Top Picks: JAmes Atwill,GSDJ - https://proswingdjs.com/
Varsity Fan Club,Future Love,2009-10-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Marshmello & Anne-Marie,Friends,2018-03-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Lizzo,About Damn Time (Clean),2022-05-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
GIMS,Zombie,Top Picks: Celina Nelson,GSDJ - https://proswingdjs.com/
"Michael Minelli, Oswin Benjamin",How Dare You,2024-09-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
"Mokita, Maty Noyes",Goodbye,Top Picks: Jalene Haramia,GSDJ - https://proswingdjs.com/
Lady Gaga,Telephone,2010-04-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Jack & Jack,Beg,Top Picks: DJ Josh Angel,GSDJ - https://proswingdjs.com/
St Paul & The Broken Bones,Call Me,2014-07-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
"Shy Martin, Nea",No Regrets,Top Picks: Cher Peadon,GSDJ - https://proswingdjs.com/
Leon,Tired Of Talking,2015-10-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Eric Clapton & John Popper,Christmas Blues,2009-12-01Holiday themed list,GSDJ - https://proswingdjs.com/
Angie Stone,Backup Plan,2013-02-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Taio Cruz,Break Your Heart,2010-06-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Kelly Clarkson,People Like Us,2012-12-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Mark Hummel,Creeper Returns,2013-01-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Benjamin Rihan,Dizzy Talk,2019-02-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
"John Mayer, Herbie Hancock",Stitched Up,Top Picks: DJ Josh Angel,GSDJ - https://proswingdjs.com/
Ike & Tina Turner,You Got Me Running,GSDJ Top 19 Slow “Blues” ,GSDJ - https://proswingdjs.com/
No Refund Band,Never Been To Spain,2013-04-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Eric Benet,RedBone Girl,2012-07-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
C.U.T.,Fabulous,Top Picks: Cher Peadon,GSDJ - https://proswingdjs.com/
Nick Jonas,Jealous,2014-11-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Alma,Chasing Highs,2017-06-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Khalid,Outta My Head Ft. John Mayer,2019-07-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Ne- Yo,Because of You,Top Picks: Aidan Keith-Hynes,GSDJ - https://proswingdjs.com/
Polish Ambassador,Let The Rhythm Just (CeeZee Rmx),2016-07-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
"Doja Cat, SZA",Kiss Me More (Clean),2021-05-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Son Seals,Sadie,GSDJ Top 25 Fast “Blues”,GSDJ - https://proswingdjs.com/
Lauv,Mean It (Stripped),Top Picks: Koichi Tsunoda,GSDJ - https://proswingdjs.com/
Louise,Stretch [CLEAN],2019-06-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Merk & Fremont,Sad Story (Out Of Luck),2017-11-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Aaradhna,Just My Imagination,2016-07-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Shorty Long,Devil with that Blue Dress,Top Picks: Martin Lahmann,GSDJ - https://proswingdjs.com/
Phantom Blues Band,A Good Time With The Blues,2012-10-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
J. Brown,Vibe,Top Picks: Emily Myers,GSDJ - https://proswingdjs.com/
"Hailee Steinfeld, Blood Pop",Capital Letters,2018-01-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
One Direction,Perfect (Matoma Remix),2016-02-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Iggy Azalea,Fancy,2014-05-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
DJ Khalef Ft Rihanna,Wild Thoughts,2017-07-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
John Splithoff,Vices,2019-01-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Kenny Neal,Blues Stew,GSDJ Top 25 Fast “Blues”,GSDJ - https://proswingdjs.com/
Norah Jones,Day is Done,Top Picks: Ruby Lair,GSDJ - https://proswingdjs.com/
Miley Cyrus,Flowers,2023-02-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Rebecca Ferguson,Backtrack,2013-03-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Tom Waits,Heart Attack and Vine,GSDJ Top 19 Slow “Blues” ,GSDJ - https://proswingdjs.com/
Anastacia,Absolutely Positively, - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Future Animals,Ask for it,Top Picks: Thomas Friess,GSDJ - https://proswingdjs.com/
Selena Gomez,Dance Again,GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Castelle ft. Nic Hanson,We Don’t need to Dance,Top Picks: Donna Conley,GSDJ - https://proswingdjs.com/
Carly Paige,Drive Slow,GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Kristina DeBarge,Goodbye,2009-09-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Usher,OMG,2010-06-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Ne-Yo,Floating Away,2013-12-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Lee Coulter,Booty Voodoo,2012-11-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Eric Benet,Redbone Girl,2012-05-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Prince,Cream,Top Picks: Rob Baen,GSDJ - https://proswingdjs.com/
Elderbrook Ft. Rudimental,Something About You,2019-08-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Teddy Swims,911,2022-03-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Mr. Sipp,Jump the Broom,GSDJ Top 25 Fast “Blues”,GSDJ - https://proswingdjs.com/
D.B. Ricapito,California King,Top Picks: Emily Huang,GSDJ - https://proswingdjs.com/
JJ Gray & Mofro,"Slow, Hot & Sweaty",2012-10-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Randy Travis,King of the Road,Top Picks: Emily Myers,GSDJ - https://proswingdjs.com/
Tove Lo,How Long,2022-04-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Adele,Hello (2nd room Remix),2016-01-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Matisyahu,Sunshine,2014-10-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Olly Murs,Troublemaker,2013-01-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Lloyd,Dedication To My Ex (Clean),2011-12-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Justin Timberlake,Take Back The Night,2013-08-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Scavenger Hunt,Kiss Me (Clean),2015-12-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Elderbrook,Capricorn [Live Acoustic],2019-05-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Dion,Tank Full of Blues,2012-03-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Mike Griffin,Fifth of Whiskey Case of the Blues,GSDJ Top 19 Slow “Blues” ,GSDJ - https://proswingdjs.com/
Brandy,Can you hear me Now,2013-01-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Prince Royce,Stuck On A Feeling,2014-12-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Michael Jackson,A Place With No Name,2014-08-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Ladi6,Like Water,2011-11-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,2011-09-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Adele,Rolling In The Deep,2011-03-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Ed Shereen,Don’t,2014-06-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Justin Bieber,Friends,2017-09-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
The No Refund Band,Never Been To Spain,GSDJ Top 19 Slow “Blues” ,GSDJ - https://proswingdjs.com/
Lady Gaga,Poker Face,Top Picks: Liz Ravdin,GSDJ - https://proswingdjs.com/
Chris Brown,Love More (Ft Nicki Minaj,2013-11-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Jazmine Sullivan,Bust Your Windows, - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
"Jason Derulo, 2Chainz",Talk Dirty,Top Picks: Kerrin Pollock,GSDJ - https://proswingdjs.com/
Quincy Jones ft. Akon,Strawberry Letter 23,2010-07-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Tomi,Baby Get Down,2010-01-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
James Morrison,Man In The Mirror,2010-09-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
B.O.B. feat. Bruno Mars,Nothin’ On You,2010-07-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Sabrina Carpenter Ft Shoffy,Tricky,2020-03-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Nina Nesbitt,Loyal To Me (Luca Schreiner Remix),2019-01-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Joslyn,So Cool,2009-10-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Brother Yusef,Bakersfield Blues,Top Picks: Koichi Tsunoda,GSDJ - https://proswingdjs.com/
Dan Barrett,Love Potion #9,Top Picks: Bruno Bittencourt,GSDJ - https://proswingdjs.com/
Jeff Golub,Soul Serenade,Top Picks: Celina Nelson,GSDJ - https://proswingdjs.com/
Mindi Abair,Save Tonight,Top Picks: Rob Baen,GSDJ - https://proswingdjs.com/
Shakura S’Aida,Geechee Woman,2012-08-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Drizabone,Real Love,Top Picks: Chris Uren,GSDJ - https://proswingdjs.com/
Janet Jackson,That’s The Way Love Goes,Top Picks: John Collini,GSDJ - https://proswingdjs.com/
Molly Rainford,How Many Times,2020-03-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Anthony Hamilton,Mad,2012-02-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
James Cotton,How Long Can A Fool Go Wrong (recorded),GSDJ Top 25 Fast “Blues”,GSDJ - https://proswingdjs.com/
"Ruby Mancuso, Maia Mitchell",Magic,Top Picks: Jalene Haramia,GSDJ - https://proswingdjs.com/
Lionel Richie,Just Go,2009-09-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Cupido,Barbie Girl,2023-08-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
TLC,Sleigh Ride,2009-12-01Holiday themed list,GSDJ - https://proswingdjs.com/
Koffee Brown,After Party,Top Picks: DJ Josh Angel,GSDJ - https://proswingdjs.com/
Alma,Chasing Highs,2017-07-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Elderbrook,Could,Top Picks: JAmes Atwill,GSDJ - https://proswingdjs.com/
Sam Cooke,Bring It On Home to Me,GSDJ Top 19 Slow “Blues” ,GSDJ - https://proswingdjs.com/
Billie Eilish,All The Good Girls Go To Hell,2019-12-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Johnny Ferreira,My Baby Just Cares for Me,Top Picks: Emily Myers,GSDJ - https://proswingdjs.com/
Timbaland,The Way I are,Top Picks: Martin Lahmann,GSDJ - https://proswingdjs.com/
Muse,Madness,2013-01-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Ron Moody,Lulu’s Chicken Shack,2010-11-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Meghan Trainor,Can’t Dance,2018-05-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Khalid,Location,2017-06-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Charlie Wilson,Life of the Party,2011-08-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Nico & Vinz,Intrigued,2017-10-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Dylan Rockoff,You’re The One That I Want,2019-12-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Ellie Goulding,Lights,2012-01-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Taio Cruz,Dynamite,2010-07-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Ed Shereen,I See Fire (Kyro Remix),2014-06-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
ASTN,Butterflies,Top Picks: Khayree Jones,GSDJ - https://proswingdjs.com/
Prince Royce,Stuck On A Feeling,2015-02-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
VOILÀ,Figure You Out,Top Picks: Kaiano Levine,GSDJ - https://proswingdjs.com/
"Leslie Odom, Jr",Standards,2019-12-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Aura Dione ft. Rock Mafia,Friends,2012-03-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
